theta_0,theta_bias,sigma_squared
2.447868607200526,0.1467286015046652,0.00494588822427267
2.4428696763913518,0.14642895875038792,0.004508074263789815
2.4432441558633613,0.14645140555508757,0.0040031526399465665
2.44704252898242,0.1466790852414303,0.0036604852108518427
2.4462444292075936,0.14663124605268227,0.0026294195593200968
2.4300297291222983,0.14565931469494556,0.004743691550091434
2.43623294444669,0.14603114393415234,0.004546244075201213
2.434141350682573,0.1459057709302653,0.007945839830024419
2.4432226768891048,0.1464501180830041,0.004478595668255131
2.4391407261490485,0.14620544035225735,0.003013056975761536
2.432659790152645,0.14581696416553402,0.003385348829157062
2.430338283805875,0.14567780988585496,0.004660151150915803
2.4271772318808327,0.145488332098156,0.003263326190267023
2.4361583140836833,0.1460266704757715,0.005721618138739945
2.442293077898895,0.1463943966397474,0.0032678595782539006
2.4416390787202955,0.14635519502453087,0.0032985530941213254
2.4425788174922176,0.14641152426951776,0.00389747767066234
2.436407543439738,0.14604160963717988,0.004132937832648142
2.4410076384155004,0.14631734562626963,0.004526748454521358
2.4505319355603934,0.14688824508180268,0.0035625212803738642
2.4550186654212625,0.14715718580608247,0.004713676799890326
2.434981158418696,0.145956110157746,0.0038777213393929367
2.441732702144107,0.14636080694006515,0.004686020559109601
2.431831716878978,0.14576732829201208,0.004004055928206795
2.4409491045551226,0.1463138370316593,0.004446304858028355
2.447673095149635,0.1467168822464785,0.0038492440236641817
2.44592046318596,0.14661182709528886,0.00600878920278421
2.434394749279124,0.14592095998697763,0.0037560129250697274
2.444319312803212,0.1465158519452242,0.003205357374903232
2.450931140835056,0.14691217398092743,0.004256679308465849
2.4426866781771674,0.14641798957732574,0.0043821083434949825
2.447363440127809,0.14669832109800698,0.0030548358927012065
2.446934182544792,0.14667259082245987,0.004932854386771663
2.4456437558597934,0.14659524086136597,0.005162057606670757
2.4508536380062376,0.14690752834671159,0.005186341774080593
2.434776015998476,0.14594381363855008,0.0039651675235675855
2.4374321721198546,0.14610302726594085,0.005631052724699931
2.4336459347478305,0.14587607501356592,0.0038002634324895523
2.450065116438987,0.14686026328965887,0.004918674366513623
2.446420499813117,0.14664179996972818,0.003050920158083794
2.4476483274525,0.14671539765309058,0.0029732947261829944
2.443643848639062,0.1464753636879714,0.0035904756138108785
2.4366056311866284,0.14605348329651482,0.005481741695360461
2.453128173584289,0.14704386713538253,0.005793916094291153
2.450019660438559,0.14685753859884162,0.0033990114262551553
2.4606290874395818,0.14749348220415162,0.004778162688735726
2.4432956745206154,0.1464544936508898,0.005402050909975295
2.442520670351748,0.1464080388485574,0.004123213110706154
2.450428811265819,0.14688206365669926,0.004051146010439258
2.4557428207177145,0.147200592682338,0.00400903109134376
2.454598828927185,0.14713202022414168,0.005096034344875797
2.4442125913534323,0.14650945491711106,0.0036248182056428852
2.4429206302057693,0.14643201298532157,0.00435403572108348
2.4342410167087345,0.14591174504516283,0.003765363155414655
2.4330634513362828,0.14584116017059273,0.004310959850881535
2.4289617300584356,0.1455952973648359,0.0054743197400041734
2.432391944207005,0.14580090910086793,0.00764305383295941
2.4406181080636618,0.14629399663974116,0.004247143909834174
2.451799594051096,0.14696423025980498,0.003598361420787265
2.433858588641295,0.1458888217668966,0.004177262050877286
2.4436300016974353,0.14647453368860328,0.003686421613237788
2.4381258714157537,0.1461446085703042,0.0038361684085945003
2.4430734062349515,0.1464411705949828,0.004698371327298024
2.4440264109361465,0.14649829499900327,0.0030014334357058455
2.4431388353183765,0.14644509251113555,0.003974686631352991
2.435966835885355,0.14601519301440297,0.0038102313497695123
2.4463457636132446,0.1466373201854617,0.004216473440778493
2.450341285161205,0.14687681721857923,0.005189874667408662
2.4427860260699092,0.14642394462566327,0.003278379785461735
2.438930862202705,0.14619286081948982,0.0028866283369817715
2.436637905078162,0.1460554178322254,0.004901224767875176
2.4441677075075794,0.1465067645033405,0.0031131617695099277
2.445928653056552,0.14661231800013477,0.004436799685491512
2.439086451664933,0.1462021870629867,0.0031642798099247617
2.4433320632639863,0.14645667485420105,0.0026073066778290336
2.4369228799516462,0.14607249961128307,0.004538531789671447
2.446206379397968,0.14662896529838276,0.004374279024835995
2.433538162983825,0.1458696150333111,0.004033499946053488
2.4236071275378843,0.14527433514377203,0.00494513285809382
2.450869088159803,0.14690845445792797,0.003913584775775774
2.4467765816467337,0.14666314398668565,0.004895759836153906
2.4470298888681388,0.14667832758931862,0.0041844539904320795
2.4384297775876576,0.1461628251153351,0.003964823093009405
2.4457893408716798,0.1466039674332588,0.002812286662083146
2.446037809082207,0.14661886096246565,0.005222459468596906
2.44606693629962,0.14662060688782474,0.006057335256936292
2.4324577166919843,0.14580485160464107,0.004158463668382954
2.437358664981693,0.1460986211618291,0.005026833277223891
2.442967259066623,0.14643480797863345,0.003861345272495459
2.445083401970826,0.1465616524912615,0.003567105526852434
2.440104839305723,0.14626323063132418,0.004310922040822878
2.4496868697712295,0.14683759066202268,0.0038369820024365766
2.448470174859081,0.1467646602999336,0.0034626047946723216
2.442887622791902,0.14643003449263964,0.0034218429116409568
2.442860069633738,0.1464283829017259,0.004765634242690383
2.4470893023317988,0.14668188891626824,0.0042349257147096244
2.4423354766781373,0.14639693806984264,0.003406487479960755
2.4286155643618104,0.14557454772169706,0.003701091245791552
2.4451739269481,0.14656707868374724,0.0031382185044314167
2.431618483129174,0.14575454678514496,0.004084142445041935
2.4336389935857676,0.1458756589566973,0.004406924880071164
2.440861903812273,0.1463086100987268,0.0033258460361169327
2.438326224966155,0.1461566180265035,0.0038861435155841395
2.4369146917272713,0.14607200879768464,0.0036624331203286434
2.4551147194865095,0.1471629434208789,0.0037824492570240607
2.443524317102522,0.1464681988064283,0.004488535866583054
2.4601823655121144,0.1474667050762772,0.0051520915029789624
2.4449598415645104,0.14655424610810744,0.004425139010351921
2.442647727971861,0.1464156548531497,0.004798601983574884
2.4434214712683313,0.1464620340818209,0.0026598079908359013
2.437626842000379,0.14611469605889618,0.005330600472372422
2.436474754819206,0.1460456383714937,0.002818342797034575
2.4448334824396656,0.14654667196931526,0.0043600364289741655
2.4347635617719776,0.14594306711536686,0.0033585221434611514
